Registration,Name,Breed,Variety,Color,Sex,Birth_Date,Sire,Dam,AppNum,CHIC,Test_Date,Age(mos),Registry,Results,OFA_#,Registration_Results_Num,Sire_Results_Num,Sire_Sire,Sire_Dam,Dam_Results_Num,Dam_Sire,Dam_Dam,Sire_Sire_Results_Num,Sire_Sire_Sire,Sire_Sire_Dam,Sire_Dam_Results_Num,Sire_Dam_Sire,Sire_Dam_Dam,Dam_Sire_Results_Num,Dam_Sire_Sire,Dam_Sire_Dam,Dam_Dam_Results_Num,Dam_Dam_Sire,Dam_Dam_Dam,Sire_Sire_Sire_Results_Num,Sire_Sire_Dam_Results_Num,Sire_Dam_Sire_Results_Num,Sire_Dam_Dam_Results_Num,Dam_Sire_Sire_Results_Num,Dam_Sire_Dam_Results_Num,Dam_Dam_Sire_Results_Num,Dam_Dam_Dam_Results_Num,Registration_Parents_Results_Num,Sire_Parents_Results_Num,Dam_Parents_Results_Num,Sire_Sire_Parents_Results_Num,Sire_Dam_Parents_Results_Num,Dam_Sire_Parents_Results_Num,Dam_Dam_Parents_Results_Num
DN67243002,HOT SHOT RED PLANET ROUND TRIP,BORDER COLLIE,,RED,M,Apr 17 2021 ,DN56154401,DN55903007,2449889,,May 31 2023 ,25,HIPS,GOOD,BCO-16430G25M-P-VPI,1.0,1.0,DN30684802,DN42558601,1.0,DN28053201,DN31449001,1.0,DN18923101,DN12657801,1.0,DN47510701,DN26631606,1.0,DN17262805,DN21946102,0.0,DN03761601,DN05031201,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.5,0.5,1.5,1.0
DN31377206,INFINITYS CLASS ACTION AT COMPANION,BORDER COLLIE,,BLACK,F,May  3 2011 ,DN23944004,DN27781501,1725293,,Jun  5 2015 ,49,HIPS,GOOD,BCO-10965G49F-VPI,1.0,1.0,DN18232101,DN16869101,1.0,DN04079405,DN07090306,1.0,DN12090401,DL88787702,1.0,DN10633702,DN05237002,1.0,DN00000801,DL89542002,2.0,DL89542001,DL81786901,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,1.5,2.5,1.5
DN31377208,INFINITYS PAINT IT BLACK,BORDER COLLIE,,BLACK,F,May  3 2011 ,DN23944004,DN27781501,1672875,,Aug 18 2014 ,39,HIPS,GOOD,BCO-10517G39F-PI,1.0,1.0,DN18232101,DN16869101,1.0,DN04079405,DN07090306,1.0,DN12090401,DL88787702,1.0,DN10633702,DN05237002,1.0,DN00000801,DL89542002,2.0,DL89542001,DL81786901,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,1.5,2.5,1.5
DN70516201,INFLIGHT'S SOUL SISTER,BORDER COLLIE,,BLACK,F,Apr  4 2021 ,DN37493201,DN53583301,2457288,,May  5 2023 ,25,HIPS,GOOD,BCO-16387G25F-P-VPI,1.0,0.0,DL90275802,DN26026001,1.0,DN26700501,DN39161501,0.0,DL87659002,DL65936802,0.0,DL90270402,DL84552801,1.0,DN15755501,DN13909201,0.0,DN35128103,DN26662201,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.5,1.5,1.0,1.5
DN64316301,ISLE BREEZ SPORTING FIELD TWILIGHT,BORDER COLLIE,,BLACK,F,Sep  9 2020 ,DN42683603,DN47888001,2291049,,Nov  1 2022 ,25,HIPS,GOOD,BCO-15965G25F-P-VPI,1.0,1.0,DN36296203,DN21978601,2.0,DN43680602,DN38876302,1.0,DN27140102,DN22897009,1.0,DN10633702,DN13896206,1.0,DN36296203,DN33623302,1.0,DN24794402,DN30753502,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.5,1.5,1.5,1.0,1.5,0.5
DN55939202,MAJESTIC PARTNER IN CRIME,BORDER COLLIE,,BLUE MERLE,M,Oct  6 2018 ,DN44491112,DN41028201,2050118,,Jan 26 2021 ,27,HIPS,GOOD,BCO-14577G27M-VPI,1.0,1.0,DN34755901,DN31449001,1.0,DN25305401,DN24794604,1.0,DN28053201,DN24794604,0.0,DN03761601,DN05031201,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.0,1.5,1.5,1.0,1.5,1.0
DN55939204,MAJESTIC TATTLE ON EWE,BORDER COLLIE,,BLACK,M,Oct  6 2018 ,DN44491112,DN41028201,2201460,,Dec  7 2020 ,26,HIPS,GOOD,BCO-14501G26M-VPI,1.0,1.0,DN34755901,DN31449001,1.0,DN25305401,DN24794604,1.0,DN28053201,DN24794604,0.0,DN03761601,DN05031201,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.0,1.5,1.5,1.0,1.5,1.0
DN67500403,MCQUEEN'S LINQ,BORDER COLLIE,,BLACK,F,Jun  6 2021 ,DN55939204,DN51626601,2507129,,Nov 16 2023 ,29,HIPS,GOOD,BCO-16808G29F-P-NOPI,1.0,1.0,DN44491112,DN41028201,1.0,DN15701007,DN38589506,1.0,DN34755901,DN31449001,1.0,DN25305401,DN24794604,1.0,DL83885701,DL89980301,1.0,DN28053201,DN28027801,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.5,1.5,1.5,1.0,1.5,0.0,1.5
DN67500407,MCQUEEN'S MEASURE OF INDUCTANCE,BORDER COLLIE,,WHITE & BLACK,M,Jun  6 2021 ,DN55939204,DN51626601,2508646,,Dec  8 2023 ,30,HIPS,FAIR,BCO-16832F30M-C-VPI,2.0,1.0,DN44491112,DN41028201,1.0,DN15701007,DN38589506,1.0,DN34755901,DN31449001,1.0,DN25305401,DN24794604,1.0,DL83885701,DL89980301,1.0,DN28053201,DN28027801,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.5,1.5,1.5,1.0,1.5,0.0,1.5
DN67665703/D105157,MONDENKIND'S DARK SIDE OF THE MOON,BORDER COLLIE,,BLACK,M,Jun 28 2021 ,DN47495901,DN41028202,2298395,,Nov 17 2023 ,28,HIPS,GOOD,BCO-16802G28M-P-VPI,1.0,0.0,DN36505207,DN28177701,1.0,DN25305401,DN24794604,1.0,DN28053201,DN15359604,1.0,DN13851302,DN16869103,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.5,1.5,1.5,0.5,1.5,1.0
DN67665702,MONDENKIND'S INHERIT THE STARS,BORDER COLLIE,,BLACK,F,Jun 28 2021 ,DN47495901,DN41028202,2298393,,Aug  4 2023 ,25,HIPS,GOOD,BCO-16579G25F-P-VPI,1.0,0.0,DN36505207,DN28177701,1.0,DN25305401,DN24794604,1.0,DN28053201,DN15359604,1.0,DN13851302,DN16869103,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.5,1.5,1.5,0.5,1.5,1.0
DN57153306,MONDENKIND'S KNIGHT RIDER OF STONEWOOD,BORDER COLLIE,,BLACK,M,Feb 20 2019 ,DN39790504,DN41028202,2140443,,Jul 23 2021 ,29,HIPS,GOOD,BCO-15171G29M-VPI,1.0,1.0,DN39333902,DN24154908,1.0,DN25305401,DN24794604,1.0,DN35604601,DN21983103,1.0,DN10633702,DN12665302,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,1.0,1.5,1.0
DN57153305,MONDENKIND'S MAJESTIC PHAZE,BORDER COLLIE,,BLACK,M,Feb 20 2019 ,DN39790504,DN41028202,2140442,,Jul  7 2021 ,28,HIPS,GOOD,BCO-14989G28M-NOPI,1.0,1.0,DN39333902,DN24154908,1.0,DN25305401,DN24794604,1.0,DN35604601,DN21983103,1.0,DN10633702,DN12665302,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,1.0,1.5,1.0
DN57153301,MONDENKIND'S MOONLIGHT SONATA,BORDER COLLIE,,BLACK,F,Feb 20 2019 ,DN39790504,DN41028202,2140438,,May  2 2021 ,26,HIPS,EXCELLENT,BCO-14865E26F-VPI,0.0,1.0,DN39333902,DN24154908,1.0,DN25305401,DN24794604,1.0,DN35604601,DN21983103,1.0,DN10633702,DN12665302,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,1.0,1.5,1.0
DN67665701,MONDENKIND'S MYSTIC MAMA,BORDER COLLIE,,BLACK,F,Jun 28 2021 ,DN47495901,DN41028202,2298392,,Aug  3 2023 ,25,HIPS,GOOD,BCO-16597G25F-P-VPI,1.0,0.0,DN36505207,DN28177701,1.0,DN25305401,DN24794604,1.0,DN28053201,DN15359604,1.0,DN13851302,DN16869103,1.0,DL91081301,DN05090202,1.0,DN10633702,DN11076102,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.5,1.5,1.5,0.5,1.5,1.0
DN49497802,MY-KEY WATCH MY DUST,BORDER COLLIE,,WHITE & BLUE MERLE,F,Feb 27 2017 ,DN21529801,DN30783902,1931882,,Dec 30 2021 ,58,HIPS,GOOD,BCO-15324G58F-P-VPI,1.0,1.0,DN10551604,DN05434303,1.0,DN20491601,DN04978902,1.0,DL90270402,DL84552801,0.0,DL63175104,DL74122002,1.0,DN12090401,DN04701501,1.0,DL79963401,DL75537301,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.5,1.0,1.5,1.5,0.5,1.5,0.5
DN67603401,O'MY! TAKE ANOTHER SHOT,BORDER COLLIE,,RED,M,Jun  1 2021 ,DN55001602,DN47495903,2478481,,Jul 30 2023 ,25,HIPS,EXCELLENT,BCO-16559E25M-P-VPI,0.0,1.0,DN36023802,DN43162501,1.0,DN36505207,DN28177701,0.0,DN15755501,DN22779401,1.0,DN33364407,DN29682301,1.0,DN28053201,DN15359604,1.0,DN13851302,DN16869103,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.5,0.5,1.5,1.5,2.5,1.5,0.5
DN36339302,POWERHOUSE'S A STORMS A BREWING,BORDER COLLIE,,BLACK,F,Jan 31 2013 ,DN22075002,DN11587602,1713912,,Apr  6 2015 ,26,HIPS,GOOD,BCO-10891G26F-VPI,1.0,0.0,DL77077201,DN04978902,1.0,DN00038703,DL82937306,1.0,DL71095601,DL60779003,1.0,DL79963401,DL75537301,0.0,DL77077204,DL84416001,0.0,DL61382201,DL74012301,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.5,0.5,1.0,0.0
DN66225201,POWERHOUSE'S BUILT ON SELF SUCCESS,BORDER COLLIE,,BLACK,M,Sep 20 2020 ,DN56409401,DN49887901,2319515,,Jan  7 2023 ,27,HIPS,FAIR,BCO-16127F27M-P-NOPI,2.0,1.0,DN36582201,DN49866901,1.0,DN25342604,DN31232101,1.0,DN19088801,DN28148901,1.0,DN43133903,DN31232101,1.0,DL91419801,DN12818204,0.0,DN19088801,DN21026804,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5
DN36339301,POWERHOUSE'S STILL WATER RUNS DEEP,BORDER COLLIE,,BLUE,F,Jan 31 2013 ,DN22075002,DN11587602,1705771,,Mar  5 2015 ,25,HIPS,GOOD,BCO-10794G25F-VPI,1.0,0.0,DL77077201,DN04978902,1.0,DN00038703,DL82937306,1.0,DL71095601,DL60779003,1.0,DL79963401,DL75537301,0.0,DL77077204,DL84416001,0.0,DL61382201,DL74012301,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.5,0.5,1.0,0.0
DN66225202,POWERHOUSE'S THE WISH KEEPER,BORDER COLLIE,,BLACK,F,Sep 20 2020 ,DN56409401,DN49887901,2349673,,Jan  7 2023 ,27,HIPS,GOOD,BCO-16129G27F-P-NOPI,1.0,1.0,DN36582201,DN49866901,1.0,DN25342604,DN31232101,1.0,DN19088801,DN28148901,1.0,DN43133903,DN31232101,1.0,DL91419801,DN12818204,0.0,DN19088801,DN21026804,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.5
DN48203805,RAGIN'S I CAN'T DRIVE FIFTY FIVE,BORDER COLLIE,,,M,Dec 18 2016 ,DN30548405,DN31164804,2209940,,Jan 19 2021 ,49,HIPS,EXCELLENT,BCO-14590E49M-VPI,0.0,1.0,DN04607903,DN19140506,1.0,DN18745406,DN20821701,1.0,DL61129301,DL88507101,1.0,DL88292703,DN08128002,0.0,DL91301901,DN03920702,1.0,DN09967401,DL88507101,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,1.5,1.0,0.0
DN51212401,RISING STAR'S RUNNIN' OUTTA MOONLIGHT,BORDER COLLIE,,BLACK,F,Oct  6 2017 ,DN44011703,DN26662201,1960568,,Mar  5 2020 ,28,HIPS,GOOD,BCO-13902G28F-VPI,1.0,2.0,DN35128103,DN26662202,1.0,DN10437702,DN09295502,1.0,DN25342604,DN24554901,1.0,DN10437702,DN09295502,1.0,DN05162401,DN01241206,1.0,DL89141301,DL90396301,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.5,1.5,1.5,1.5,1.5,0.5,0.0
DN68975309,ROUGHSTOCKS STRAWBERRY WINE,BORDER COLLIE,,RED MERLE,F,Nov  3 2021 ,DN57422606,DN40050705,2446389,,Nov 15 2023 ,24,HIPS,GOOD,BCO-16785G24F-C-VPI,1.0,1.0,DN41906602,DN37056521,1.0,DN31449201,DN32434104,0.0,DN24794402,DN35721706,1.0,DN24052401,DN26222106,1.0,DN13188202,DN10843410,1.0,DN11021006,DN19573102,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.5,1.5,0.5,1.5,1.5,2.0
DN43636804,RUM RIVER'S MISCHIEVOUS MISTER OAKLEY,BORDER COLLIE,,,M,Jul 30 2015 ,DN21529801,DN24109605,1792085,,Oct  9 2017 ,26,HIPS,GOOD,BCO-12348G26M-VPI,1.0,1.0,DN10551604,DN05434303,1.0,DL77063101,DN06462204,1.0,DL90270402,DL84552801,0.0,DL63175104,DL74122002,0.0,DL60297401,DL58374011,0.0,DL91688001,DL79149002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.5,0.5,1.5,1.5
DN43636801,RUMRIVER EWE HAD ME AT HELLO,BORDER COLLIE,,WHITE & BLUE MERLE,F,Jul 30 2015 ,DN21529801,DN24109605,1792084,,Apr 22 2019 ,44,HIPS,EXCELLENT,BCO-13304E44F-PI,0.0,1.0,DN10551604,DN05434303,1.0,DL77063101,DN06462204,1.0,DL90270402,DL84552801,0.0,DL63175104,DL74122002,0.0,DL60297401,DL58374011,0.0,DL91688001,DL79149002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.5,0.5,1.5,1.5
DN43636803,RUMRIVER IF YOU BLINK AT MY-KEY,BORDER COLLIE,,WHITE & BLUE MERLE,F,Jul 30 2015 ,DN21529801,DN24109605,1792041,,Nov 30 2017 ,28,HIPS,EXCELLENT,BCO-12391E28F-PI,0.0,1.0,DN10551604,DN05434303,1.0,DL77063101,DN06462204,1.0,DL90270402,DL84552801,0.0,DL63175104,DL74122002,0.0,DL60297401,DL58374011,0.0,DL91688001,DL79149002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.5,0.5,1.5,1.5
DN43636806,RUMRIVER'S POSITIVELY DELIGHTFUL TIV,BORDER COLLIE,,WHITE & BLACK,F,Jul 30 2015 ,DN21529801,DN24109605,1792038,,Aug  4 2020 ,60,HIPS,GOOD,BCO-14187G60F-VPI,1.0,1.0,DN10551604,DN05434303,1.0,DL77063101,DN06462204,1.0,DL90270402,DL84552801,0.0,DL63175104,DL74122002,0.0,DL60297401,DL58374011,0.0,DL91688001,DL79149002,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,1.5,0.5,1.5,1.5
DN47888001,SPORTING FIELD'S ISLAND BREEZE,BORDER COLLIE,,BLACK,F,Sep  1 2016 ,DN43680602,DN38876302,2065422,,Jun 13 2019 ,33,HIPS,FAIR,BCO-13442F33F-VPI,2.0,1.0,DN36296203,DN33623302,1.0,DN24794402,DN30753502,1.0,DN27140102,DN22897009,1.0,DN10633702,DN13896206,0.0,DN20725201,DN13896206,1.0,DN14921403,DN26851202,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.5,1.5,0.5,1.5,1.0,1.0,1.5
DN42076601,TAINSH'S TAYLOR SWIFT,BORDER COLLIE,,BLACK,F,Feb 14 2015 ,DN22346701,DN33737401,1944958,,Feb  1 2018 ,35,HIPS,GOOD,BCO-12491G35F-VPI,1.0,1.0,DL91359502,DL90339204,1.0,DN17304403,DN04945210,1.0,DL70548501,DL74011701,1.0,DL77077202,DL75361901,1.0,DL88221001,DL86527701,1.0,DL61382201,DL74011701,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,1.5,1.5,1.0,1.5,1.5,0.0
DN45480501,TERBO ESCAPADE AT SPRINGACRE,BORDER COLLIE,,BLUE MERLE,F,Mar  4 2016 ,DN15205301,DN31683901,2010387,,Oct 15 2018 ,31,HIPS,MILD,,4.0,1.0,DL87588301,DL66752701,1.0,DN25096401,DN17640604,1.0,DL76289607,DL68927701,1.0,DL68087901,N946518,1.0,DL65949601,DN18991301,0.0,DN12347901,DL81480801,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.5,1.5,1.5,1.5
DN55674005,TOP NOTCH WE CAN DO IT,BORDER COLLIE,,BLUE MERLE,F,Oct 21 2018 ,DN48583702,DN41025106,2196932,,Jan 25 2021 ,27,HIPS,GOOD,BCO-14588G27F-VPI,1.0,1.0,DN33961602,DN30853604,1.0,DN23263705,DN25491702,1.0,DN26631603,DN25491702,0.0,DN21026801,DN20959805,1.0,DN11076101,DN05401801,1.0,DL76624701,DN10576701,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,0.5,1.5,1.5,1.5
DN62902501,TWIN SILOS TWO TICKETS TO PARADISE ABFAB,BORDER COLLIE,,BLACK,F,May 17 2020 ,DN44894904,DN49085101,2217536,,May 19 2022 ,24,HIPS,EXCELLENT,BCO-15611E24F-U-NOPI,0.0,1.0,DN30684802,DN26631606,1.0,DN39333903,DN33493101,1.0,DN18923101,DN12657801,1.0,DN21946101,DN04567202,1.0,DN35604601,DN21983103,1.0,DN21946101,DN20839903,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.5,1.5,1.5,0.5,0.5,1.5,0.5
DN50731504,WILDBLUE BIG MACK DADDY,BORDER COLLIE,,BLACK,M,Jul  8 2017 ,DN41674001,DN40581702,2119402,,Aug 21 2020 ,37,HIPS,FAIR,BCO-14248F37M-PI,2.0,0.0,DN35964103,DN29929602,2.0,DN25464701,DN32314703,1.0,DN24660001,DN26851202,1.0,DN05753901,DN21945902,1.0,DL91419801,DN09301001,1.0,DN04254901,DN22882707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5
DN47483803,WILDBLUE DREAM IT ANYWAY,BORDER COLLIE,,BLUE,F,Aug 15 2016 ,DN41674001,DN40581703,2121393,,Jan 15 2020 ,41,HIPS,GOOD,BCO-13818G41F-VPI,1.0,0.0,DN35964103,DN29929602,0.0,DN25464701,DN32314703,1.0,DN24660001,DN26851202,1.0,DN05753901,DN21945902,1.0,DL91419801,DN09301001,1.0,DN04254901,DN22882707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
DN68585602,WILDBLUE MADE ME A BELIEVER,BORDER COLLIE,,BLACK,F,Aug  8 2021 ,DN44024002,DN40581702,2425767,,Sep 18 2023 ,25,HIPS,FAIR,BCO-16670F25F-P-VPI,2.0,1.0,DN34715902,DN31767003,2.0,DN25464701,DN32314703,1.0,DN25538101,DN25239902,1.0,DN24660001,DN04079402,1.0,DL91419801,DN09301001,1.0,DN04254901,DN22882707,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,2.5,1.5,1.5,1.5
DN36339306,WILDBLUE SILVER JAZZ,BORDER COLLIE,,BLUE,M,Jan 31 2013 ,DN22075002,DN11587602,1672991,,Aug 25 2014 ,18,HIPS,GOOD,,1.0,0.0,DL77077201,DN04978902,1.0,DN00038703,DL82937306,1.0,DL71095601,DL60779003,1.0,DL79963401,DL75537301,0.0,DL77077204,DL84416001,0.0,DL61382201,DL74012301,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.5,0.5,1.0,0.0
DN44558901,WILDBLUE SOULSPEAK,BORDER COLLIE,,RED MERLE,F,Dec 21 2015 ,DN38309001,DN26851202,2033116,,Feb  1 2019 ,37,HIPS,GOOD,BCO-13138G37F-VPI,1.0,2.0,DN25464701,DN21945902,1.0,DN06985604,DN20887001,1.0,DL91419801,DN09301001,1.0,DN03761601,DN05090202,0.0,DL70548501,DL8477703,1.0,DN05753901,DN11587602,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.5,1.5,0.5,1.5,1.5,1.0,1.5
DN44553301,WILDBLUE SWORD OF TRUTH,BORDER COLLIE,,BLACK,M,Dec 11 2015 ,DN38308801,DN24830301,1888430,,Jun 20 2017 ,18,HIPS,FAIR,,2.0,1.0,DN25464701,DN31761001,1.0,DN20664902,DN11587602,1.0,DL91419801,DN09301001,1.0,DN22897008,DN10633701,1.0,DN05753901,DN09301001,1.0,DN00038703,DL82937306,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0
DN53267201,WILDBLUE TAKE BY STORM TO HAPPENSTANCE,BORDER COLLIE,,BLACK,F,Dec 24 2017 ,DN48170603,DN40784202,2045924,,Apr  3 2019 ,15,HIPS,GOOD,,1.0,1.0,DN41674001,DN40255608,2.0,DN36505206,DN21945902,0.0,DN35964103,DN29929602,1.0,DN30037001,DN31767003,1.0,DN28053201,DN15359604,1.0,DN03761601,DN05090202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,1.5,1.5,1.5,1.5
DN47214101,WILDBLUE THORNLOST,BORDER COLLIE,,BLACK,M,Aug  5 2016 ,DN34715902,DN24830301,2034006,,Feb  8 2019 ,30,HIPS,EXCELLENT,BCO-13144E30M-VPI,0.0,1.0,DN25538101,DN25239902,1.0,DN20664902,DN11587602,2.0,DN14728301,DN15808505,1.0,DN18459704,DN14436904,1.0,DN05753901,DN09301001,1.0,DN00038703,DL82937306,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,2.5,1.5,2.0,1.5,1.5,0.0
DN47214102,WILDBLUE TOUCHSTONE,BORDER COLLIE,,BLACK,F,Aug  5 2016 ,DN34715902,DN24830301,2069388,,Jul  1 2019 ,34,HIPS,GOOD,BCO-13472G34F-VPI,1.0,1.0,DN25538101,DN25239902,1.0,DN20664902,DN11587602,2.0,DN14728301,DN15808505,1.0,DN18459704,DN14436904,1.0,DN05753901,DN09301001,1.0,DN00038703,DL82937306,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,2.5,1.5,2.0,1.5,1.5,0.0
DN47483801,WILDBLUE WINGS OF A DREAM,BORDER COLLIE,,BLACK,F,Aug 15 2016 ,DN41674001,DN40581703,2012725,,Oct 25 2018 ,26,HIPS,GOOD,BCO-12961G26F-VPI,1.0,0.0,DN35964103,DN29929602,0.0,DN25464701,DN32314703,1.0,DN24660001,DN26851202,1.0,DN05753901,DN21945902,1.0,DL91419801,DN09301001,1.0,DN04254901,DN22882707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5
